m,TagName,
"2020-12-01 00:00:00","c","2652"
"2020-12-01 00:00:00","c#","5750"
"2020-12-01 00:00:00","c++","4456"
"2020-12-01 00:00:00","delphi","190"
"2020-12-01 00:00:00","go","535"
"2020-12-01 00:00:00","java","7842"
"2020-12-01 00:00:00","javascript","16055"
"2020-12-01 00:00:00","perl","131"
"2020-12-01 00:00:00","php","4812"
"2020-12-01 00:00:00","python","22255"
"2020-12-01 00:00:00","r","4343"
"2020-12-01 00:00:00","ruby","501"
"2020-12-01 00:00:00","swift","2103"
"2021-01-01 00:00:00","assembly","311"
"2021-01-01 00:00:00","c","2574"
"2021-01-01 00:00:00","c#","6208"
"2021-01-01 00:00:00","c++","4109"
"2021-01-01 00:00:00","delphi","200"
"2021-01-01 00:00:00","go","567"
"2021-01-01 00:00:00","java","8062"
"2021-01-01 00:00:00","javascript","16911"
"2021-01-01 00:00:00","perl","145"
"2021-01-01 00:00:00","php","4766"
"2021-01-01 00:00:00","python","22926"
"2021-01-01 00:00:00","r","4343"
"2021-01-01 00:00:00","ruby","523"
"2021-01-01 00:00:00","swift","2322"
"2021-02-01 00:00:00","assembly","245"
"2021-02-01 00:00:00","c","2245"
"2021-02-01 00:00:00","c#","5815"
"2021-02-01 00:00:00","c++","4106"
"2021-02-01 00:00:00","delphi","187"
"2021-02-01 00:00:00","go","572"
"2021-02-01 00:00:00","java","7616"
"2021-02-01 00:00:00","javascript","15313"
"2021-02-01 00:00:00","perl","133"
"2021-02-01 00:00:00","php","4389"
"2021-02-01 00:00:00","python","21450"
"2021-02-01 00:00:00","r","4334"
"2021-02-01 00:00:00","ruby","530"
"2021-02-01 00:00:00","swift","2267"
"2021-03-01 00:00:00","assembly","322"
"2021-03-01 00:00:00","c","2500"
"2021-03-01 00:00:00","c#","6409"
"2021-03-01 00:00:00","c++","4316"
"2021-03-01 00:00:00","delphi","255"
"2021-03-01 00:00:00","go","761"
"2021-03-01 00:00:00","java","8690"
"2021-03-01 00:00:00","javascript","16804"
"2021-03-01 00:00:00","perl","152"
"2021-03-01 00:00:00","php","4776"
"2021-03-01 00:00:00","python","23986"
"2021-03-01 00:00:00","r","5183"
"2021-03-01 00:00:00","ruby","498"
"2021-03-01 00:00:00","swift","2392"
"2021-04-01 00:00:00","assembly","323"
"2021-04-01 00:00:00","c","2307"
"2021-04-01 00:00:00","c#","5930"
"2021-04-01 00:00:00","c++","3964"
"2021-04-01 00:00:00","delphi","171"
"2021-04-01 00:00:00","go","628"
"2021-04-01 00:00:00","java","7959"
"2021-04-01 00:00:00","javascript","15909"
"2021-04-01 00:00:00","perl","140"
"2021-04-01 00:00:00","php","4340"
"2021-04-01 00:00:00","python","22793"
"2021-04-01 00:00:00","r","4808"
"2021-04-01 00:00:00","ruby","520"
"2021-04-01 00:00:00","swift","2123"
"2021-05-01 00:00:00","assembly","302"
"2021-05-01 00:00:00","c","2103"
"2021-05-01 00:00:00","c#","5774"
"2021-05-01 00:00:00","c++","4216"
"2021-05-01 00:00:00","delphi","170"
"2021-05-01 00:00:00","go","646"
"2021-05-01 00:00:00","java","7995"
"2021-05-01 00:00:00","javascript","15864"
"2021-05-01 00:00:00","perl","121"
"2021-05-01 00:00:00","php","4267"
"2021-05-01 00:00:00","python","22529"
"2021-05-01 00:00:00","r","4686"
"2021-05-01 00:00:00","ruby","400"
"2021-05-01 00:00:00","swift","1871"
"2021-06-01 00:00:00","assembly","262"
"2021-06-01 00:00:00","c","1876"
"2021-06-01 00:00:00","c#","5650"
"2021-06-01 00:00:00","c++","3837"
"2021-06-01 00:00:00","delphi","126"
"2021-06-01 00:00:00","go","610"
"2021-06-01 00:00:00","java","7627"
"2021-06-01 00:00:00","javascript","15062"
"2021-06-01 00:00:00","perl","156"
"2021-06-01 00:00:00","php","4101"
"2021-06-01 00:00:00","python","21014"
"2021-06-01 00:00:00","r","4288"
"2021-06-01 00:00:00","ruby","421"
"2021-06-01 00:00:00","swift","1810"
"2021-07-01 00:00:00","assembly","187"
"2021-07-01 00:00:00","c","1701"
"2021-07-01 00:00:00","c#","5887"
"2021-07-01 00:00:00","c++","3759"
"2021-07-01 00:00:00","delphi","146"
"2021-07-01 00:00:00","go","633"
"2021-07-01 00:00:00","java","8224"
"2021-07-01 00:00:00","javascript","17154"
"2021-07-01 00:00:00","perl","140"
"2021-07-01 00:00:00","php","4554"
"2021-07-01 00:00:00","python","23856"
"2021-07-01 00:00:00","r","4648"
"2021-07-01 00:00:00","ruby","498"
"2021-07-01 00:00:00","swift","2242"
"2021-08-01 00:00:00","assembly","166"
"2021-08-01 00:00:00","c","1611"
"2021-08-01 00:00:00","c#","5729"
"2021-08-01 00:00:00","c++","3461"
"2021-08-01 00:00:00","delphi","141"
"2021-08-01 00:00:00","go","777"
"2021-08-01 00:00:00","java","7895"
"2021-08-01 00:00:00","javascript","16939"
"2021-08-01 00:00:00","perl","118"
"2021-08-01 00:00:00","php","4548"
"2021-08-01 00:00:00","python","22979"
"2021-08-01 00:00:00","r","4563"
"2021-08-01 00:00:00","ruby","506"
"2021-08-01 00:00:00","swift","2178"
"2021-09-01 00:00:00","assembly","198"
"2021-09-01 00:00:00","c","1787"
"2021-09-01 00:00:00","c#","5731"
"2021-09-01 00:00:00","c++","3901"
"2021-09-01 00:00:00","delphi","145"
"2021-09-01 00:00:00","go","656"
"2021-09-01 00:00:00","java","7748"
"2021-09-01 00:00:00","javascript","16567"
"2021-09-01 00:00:00","perl","113"
"2021-09-01 00:00:00","php","4285"
"2021-09-01 00:00:00","python","21826"
"2021-09-01 00:00:00","r","4323"
"2021-09-01 00:00:00","ruby","506"
"2021-09-01 00:00:00","swift","1914"
"2021-10-01 00:00:00","assembly","212"
"2021-10-01 00:00:00","c","2186"
"2021-10-01 00:00:00","c#","5962"
"2021-10-01 00:00:00","c++","4034"
"2021-10-01 00:00:00","delphi","150"
"2021-10-01 00:00:00","go","754"
"2021-10-01 00:00:00","java","7693"
"2021-10-01 00:00:00","javascript","16000"
"2021-10-01 00:00:00","perl","131"
"2021-10-01 00:00:00","php","4196"
"2021-10-01 00:00:00","python","22704"
"2021-10-01 00:00:00","r","4716"
"2021-10-01 00:00:00","ruby","475"
"2021-10-01 00:00:00","swift","1825"
"2021-11-01 00:00:00","assembly","309"
"2021-11-01 00:00:00","c","2332"
"2021-11-01 00:00:00","c#","6357"
"2021-11-01 00:00:00","c++","4148"
"2021-11-01 00:00:00","delphi","151"
"2021-11-01 00:00:00","go","700"
"2021-11-01 00:00:00","java","8243"
"2021-11-01 00:00:00","javascript","15775"
"2021-11-01 00:00:00","perl","80"
"2021-11-01 00:00:00","php","4102"
"2021-11-01 00:00:00","python","23294"
"2021-11-01 00:00:00","r","4598"
"2021-11-01 00:00:00","ruby","448"
"2021-11-01 00:00:00","swift","1750"
"2021-12-01 00:00:00","assembly","284"
"2021-12-01 00:00:00","c","2258"
"2021-12-01 00:00:00","c#","5697"
"2021-12-01 00:00:00","c++","3858"
"2021-12-01 00:00:00","delphi","159"
"2021-12-01 00:00:00","go","770"
"2021-12-01 00:00:00","java","7515"
"2021-12-01 00:00:00","javascript","15241"
"2021-12-01 00:00:00","perl","103"
"2021-12-01 00:00:00","php","3715"
"2021-12-01 00:00:00","python","21988"
"2021-12-01 00:00:00","r","3915"
"2021-12-01 00:00:00","ruby","433"
"2021-12-01 00:00:00","swift","1661"
"2022-01-01 00:00:00","assembly","240"
"2022-01-01 00:00:00","c","2059"
"2022-01-01 00:00:00","c#","5905"
"2022-01-01 00:00:00","c++","3883"
"2022-01-01 00:00:00","delphi","151"
"2022-01-01 00:00:00","go","791"
"2022-01-01 00:00:00","java","7681"
"2022-01-01 00:00:00","javascript","16234"
"2022-01-01 00:00:00","perl","131"
"2022-01-01 00:00:00","php","3996"
"2022-01-01 00:00:00","python","22572"
"2022-01-01 00:00:00","r","4244"
"2022-01-01 00:00:00","ruby","477"
"2022-01-01 00:00:00","swift","1985"
"2022-02-01 00:00:00","assembly","225"
"2022-02-01 00:00:00","c","1789"
"2022-02-01 00:00:00","c#","5830"
"2022-02-01 00:00:00","c++","3480"
"2022-02-01 00:00:00","delphi","187"
"2022-02-01 00:00:00","go","688"
"2022-02-01 00:00:00","java","7273"
"2022-02-01 00:00:00","javascript","15456"
"2022-02-01 00:00:00","perl","97"
"2022-02-01 00:00:00","php","3722"
"2022-02-01 00:00:00","python","22626"
"2022-02-01 00:00:00","r","4340"
"2022-02-01 00:00:00","ruby","456"
"2022-02-01 00:00:00","swift","1881"
"2022-03-01 00:00:00","assembly","254"
"2022-03-01 00:00:00","c","2103"
"2022-03-01 00:00:00","c#","6486"
"2022-03-01 00:00:00","c++","3846"
"2022-03-01 00:00:00","delphi","134"
"2022-03-01 00:00:00","go","831"
"2022-03-01 00:00:00","java","8122"
"2022-03-01 00:00:00","javascript","16365"
"2022-03-01 00:00:00","perl","105"
"2022-03-01 00:00:00","php","3771"
"2022-03-01 00:00:00","python","24593"
"2022-03-01 00:00:00","r","5085"
"2022-03-01 00:00:00","ruby","528"
"2022-03-01 00:00:00","swift","2077"
"2022-04-01 00:00:00","assembly","265"
"2022-04-01 00:00:00","c","1878"
"2022-04-01 00:00:00","c#","5967"
"2022-04-01 00:00:00","c++","3861"
"2022-04-01 00:00:00","delphi","121"
"2022-04-01 00:00:00","go","759"
"2022-04-01 00:00:00","java","7885"
"2022-04-01 00:00:00","javascript","16036"
"2022-04-01 00:00:00","perl","101"
"2022-04-01 00:00:00","php","3833"
"2022-04-01 00:00:00","python","23667"
"2022-04-01 00:00:00","r","4783"
"2022-04-01 00:00:00","ruby","494"
"2022-04-01 00:00:00","swift","1778"
"2022-05-01 00:00:00","assembly","291"
"2022-05-01 00:00:00","c","1928"
"2022-05-01 00:00:00","c#","6341"
"2022-05-01 00:00:00","c++","3935"
"2022-05-01 00:00:00","delphi","128"
"2022-05-01 00:00:00","go","684"
"2022-05-01 00:00:00","java","7921"
"2022-05-01 00:00:00","javascript","16207"
"2022-05-01 00:00:00","perl","94"
"2022-05-01 00:00:00","php","4056"
"2022-05-01 00:00:00","python","23317"
"2022-05-01 00:00:00","r","4862"
"2022-05-01 00:00:00","ruby","502"
"2022-05-01 00:00:00","swift","1773"
"2022-06-01 00:00:00","assembly","274"
"2022-06-01 00:00:00","c","1877"
"2022-06-01 00:00:00","c#","6855"
"2022-06-01 00:00:00","c++","3963"
"2022-06-01 00:00:00","delphi","131"
"2022-06-01 00:00:00","go","888"
"2022-06-01 00:00:00","java","8192"
"2022-06-01 00:00:00","javascript","17211"
"2022-06-01 00:00:00","perl","144"
"2022-06-01 00:00:00","php","4786"
"2022-06-01 00:00:00","python","25288"
"2022-06-01 00:00:00","r","4757"
"2022-06-01 00:00:00","ruby","514"
"2022-06-01 00:00:00","swift","2051"
